repo,url,stars,forks,open_issues,open_prs,closed_prs,merged_prs,total_closed_prs
sifiveinc/freedom-u-sdk,https://github.com/sifiveinc/freedom-u-sdk,296,126,3,0,18,41,59
sifiveinc/meta-sifive,https://github.com/sifiveinc/meta-sifive,54,39,2,0,16,3,19
siliconunited/atmel-asf,https://github.com/siliconunited/atmel-asf,7,2,1,1,0,0,0
simpleavr/boot430,https://github.com/simpleavr/boot430,17,8,0,0,0,2,2
simpleble/simpleble,https://github.com/simpleble/simpleble,1032,155,54,17,28,135,163
sipeed/M1s_BL808_Linux_SDK,https://github.com/sipeed/M1s_BL808_Linux_SDK,33,12,0,0,0,0,0
sipeed/M1s_BL808_SDK,https://github.com/sipeed/M1s_BL808_SDK,59,17,7,0,0,1,1
sipeed/M1s_BL808_example,https://github.com/sipeed/M1s_BL808_example,70,17,14,1,2,0,2
sparkfun/SparkFun_BMI270_Arduino_Library,https://github.com/sparkfun/SparkFun_BMI270_Arduino_Library,25,11,2,1,1,3,4
sparkfun/SparkFun_BMP581_Arduino_Library,https://github.com/sparkfun/SparkFun_BMP581_Arduino_Library,6,7,1,1,0,1,1
sparkfun/SparkFun_BNO08x_Arduino_Library,https://github.com/sparkfun/SparkFun_BNO08x_Arduino_Library,38,16,8,2,1,7,8
sparkfun/SparkFun_FS3000_Arduino_Library,https://github.com/sparkfun/SparkFun_FS3000_Arduino_Library,7,8,0,0,0,3,3
sparkfun/SparkFun_MPU-9250_Breakout_Arduino_Library,https://github.com/sparkfun/SparkFun_MPU-9250_Breakout_Arduino_Library,79,47,0,2,1,3,4
sparkfun/SparkFun_u-blox_GNSS_v3,https://github.com/sparkfun/SparkFun_u-blox_GNSS_v3,96,38,1,1,0,46,46
stm32-hotspot/STM32H7-LwIP-Examples,https://github.com/stm32-hotspot/STM32H7-LwIP-Examples,138,34,12,0,0,0,0
stm32-rs/stm32l0xx-hal,https://github.com/stm32-rs/stm32l0xx-hal,104,62,24,7,14,154,168
stm32duino/ASM330LHH,https://github.com/stm32duino/ASM330LHH,10,7,0,0,0,3,3
stm32duino/STM32FreeRTOS,https://github.com/stm32duino/STM32FreeRTOS,351,65,2,0,1,20,21
sundp159/PlatformDriver,https://github.com/sundp159/PlatformDriver,1,0,0,0,0,0,0
sunny0917/ar0521,https://github.com/sunny0917/ar0521,3,0,2,0,0,0,0
superna9999/meson_gx_mali_450,https://github.com/superna9999/meson_gx_mali_450,37,19,0,0,4,4,8
superna9999/meta-meson,https://github.com/superna9999/meta-meson,117,74,14,3,19,67,86
superna9999/ti-cgt6x,https://github.com/superna9999/ti-cgt6x,0,0,0,0,0,0,0
talhasevinc/STM32,https://github.com/talhasevinc/STM32,11,5,2,0,0,0,0
tass-belgium/picotcp,https://github.com/tass-belgium/picotcp,1294,229,102,9,16,37,53
tbh111/C6678-project,https://github.com/tbh111/C6678-project,2,1,0,0,0,0,0
tdk-invn-oss/pressure.arduino.ICP101XX,https://github.com/tdk-invn-oss/pressure.arduino.ICP101xx,0,0,0,0,0,0,0
tdk-invn-oss/pressure.arduino.ICP201XX,https://github.com/tdk-invn-oss/pressure.arduino.ICP201XX,2,1,0,0,0,0,0
teddywlq/smifb2,https://github.com/teddywlq/smifb2,28,10,16,2,1,6,7
tensorflow/tflite-micro,https://github.com/tensorflow/tflite-micro,2761,992,28,20,371,1916,2287
terryjmyers/PWM,https://github.com/terryjmyers/PWM,46,25,4,2,0,0,0
thryvos/renesas-bootloader-ccrl,https://github.com/thryvos/renesas-bootloader-ccrl,7,2,0,0,0,0,0
tianocore/edk2,https://github.com/tianocore/edk2,5781,3039,1130,137,3815,3589,7404
tianocore/edk2-platforms,https://github.com/tianocore/edk2-platforms,628,593,181,46,136,284,420
ticepd/msp430-examples,https://github.com/ticepd/msp430-examples,137,49,1,1,0,0,0
tock/tock,https://github.com/tock/tock,6225,804,126,38,447,3474,3921
torvalds/linux,https://github.com/torvalds/linux,217524,60452,0,0,0,0,0
torvalds/linux,https://github.com/torvalds/linux/tree/master/drivers/i2c,217524,60452,0,0,0,0,0
torvalds/linux,https://github.com/torvalds/linux/tree/master/drivers/net/can,217524,60452,0,0,0,0,0
torvalds/linux,https://github.com/torvalds/linux/tree/master/drivers/tty/serial,217524,60452,0,0,0,0,0
u-boot/u-boot,https://github.com/u-boot/u-boot,4935,4292,0,238,600,14,614
uboslinux/intel-nuc-led,https://github.com/uboslinux/intel-nuc-led,20,1,1,1,2,1,3
ucb-bar/chipyard,https://github.com/ucb-bar/chipyard,2138,815,158,27,348,1198,1546
varigit/meta-variscite-bsp-ti,https://github.com/varigit/meta-variscite-bsp-ti,0,1,0,0,0,0,0
varigit/ti-linux-kernel,https://github.com/varigit/ti-linux-kernel,2,12,0,0,0,0,0
varigit/ti-u-boot,https://github.com/varigit/ti-u-boot,0,3,0,0,0,0,0
vell001/STM32CAN,https://github.com/vell001/STM32CAN,3,4,0,0,0,0,0
veyeimaging/rk35xx_firefly,https://github.com/veyeimaging/rk35xx_firefly,31,7,0,0,0,0,0
vllm-project/vllm,https://github.com/vllm-project/vllm,70402,13473,1685,1641,4944,13890,18834
vpecanins/stm32f7-freertos,https://github.com/vpecanins/stm32f7-freertos,1,0,0,0,0,0,0
warmcat/libwebsockets,https://github.com/warmcat/libwebsockets,5186,1577,181,27,692,10,702
xogium/buildroot-stm32mp135d-odyssey,https://github.com/xogium/buildroot-stm32mp135d-odyssey,4,1,2,0,0,1,1
yangjie11/spi-nandflash,https://github.com/yangjie11/spi-nandflash,3,4,0,0,0,0,0
YuhanLiin/msp430fr2x5x-hal,https://github.com/yuhanliin/msp430fr2x5x-hal,13,6,1,1,1,22,23
zephyrproject-rtos/hal_st,https://github.com/zephyrproject-rtos/hal_st,15,30,0,4,3,24,27
zephyrproject-rtos/hal_xtensa,https://github.com/zephyrproject-rtos/hal_xtensa,5,19,0,1,6,29,35
zephyrproject-rtos/zephyr,https://github.com/zephyrproject-rtos/zephyr,14475,8654,2189,1268,11785,61106,72891
